id	userId	title	text
15125039	337755	UK Club Med ad	Shown here only as of one of ABC's recent specials extolling entertaining commercials , this apparently aired in the UK in the late nineties . It's very well-made , sweet and a bit sad , and Connor Trinneer is . . . I guess ' adorable ' is the word ? Anyway , it's a fun thing to see , this is the only website I've found that carries a copy . http triptpolers houseoftucker com miscellany connor trinneer photos shtml
18137487	337755	Recommend ?	Anyone who likes Hugh Laurie in ' Blackadder ' will immediately take a liking to him in ' Jeeves and Wooster . ' Fans of the more light-hearted ' Mystery ! ' shows like ' Hetty Wainthropp ' or the period and sophisticated ' Poirot ' might like it as well , but only if they don't mind upper-class buffoons and screwball comedy ( probably the closest genre you can peg this show to ) being thrown into the mix rather liberally . There are some elements of ' Are You Being Served ? ' ( many antiquated ideas about behavior and custom are satirized ) , but I would agree with those who have said it is not like any other British comedy in the end though - it combined the lovable doltishness of Laurie's comedy acting with Stephen Fry's sage and patient wit , and adapts some charming and fun stories of Wodehouse's on film ( ! ) without the distraction of a laugh track . The only real minuses of the series IMO are the revolving door of guest stars playing the same character from season to season and the uneven nature of season 4 . But it really is a unique , funny and entertaining series .
161640011	337755	Re : Soundtrack available on itunes	Is it ? I just bought the LP and turned it into MP3s because it was so hard to find !
92360545	337755	Re : TO THE MANOR BORN RETURNS !	Cant wait ! Who wrote it though ? Peter Spence ?
7106355	337755	Re : Finally , A Masculine Man who is Gay	Yeah . . . god I love Matthew Davis - ever since ' Tigerland . '
100461531	337755	Re : The most promising Trek actor-turned director since Jonathan Frakes .	Oh , definitely . Almost every actor with directing ambitions has been given the opportunity , although Garrett Wang feels he was deliberately slighted and " Enterprise " was cancelled before Connor Trinneer got the chance he'd been looking for .
126559236	337755	Re : Offered ' Bergerac '	Maybe he was joking . Who knows ?
16984005	337755	Re : UK Club Med ad	I just mean that anyone who is just looking to help me out might not get any further than the page with all the half-naked photos of Jolene BLalock and Connor Trinneer on a page where people are very . . . enthusiastic about T'Pol and Trip . ; )
61918227	337755	Re : A remake ? ! ?	It's a really good script though . The producers love the original , the talent they are seeking out is not of the Jim Carrey variety , the proposed director is a great choice and Lloyd's granddaughter is very much involved and very protective of his legacy . A good remake creates renewed interest in the original . Harold Lloyd is sorely out of the public's awareness , and a project like this could well help to change that .
21129935	337755	Re : Nick Brendon and Arrested Development on the Same Night ! ! !	I don't think anyone mentioned ' How I Met Your Mother ' though . Anyway , this show sounds very interesting . http tv zap2it com tveditorial tve main 1 1002 271|95968|1| 00 html Is this show a single-camera comedy like ' Arrested . . . , ' ' Scrubs ' and ' Malcolm . . . ' or does it have a studio audience ?
65625504	337755	Re : Sometimes credited as . . . David Agnew ?	It's just a pseudonym for both he and ' Doctor Who ' producer Graham Williams for when they jointly wrote a story .
26936311	337755	Re : Why no DVD release ?	I believe it is 20th Century Fox's TV and video division which needs to know how big the market for these DVDs is - it's very likely music rights holding up all these DEK shows , not just ' Ally McBeal . '
28617807	337755	Re : She's Still HOTT ! ! ! !	You can see her in the 1985 episode of VH1's ' I Love the 80s 3D ' airing now .
164316509	337755	' Innocent '	Kinda surprised to see no chatter yet here or in the trades about adapting the new sequel into a film . . .
36310538	337755	Some good reviews !	Ebert & Roeper gave it two thumbs up and the Wall Street Journal was ecstatic as well . Good to hear .
64766712	337755	Re : Missed the very end . . .	Oh , I recorded it when it aired ! But first I had to get all the others together first - not entirely essential considering her teams and romances change all the time , but the character progression is much more satisfying when seen from the beginning . Bought the first two outright , borrowed 3 , 4 and 6 ( I figured 5 was the most dispensible ) and then finally watched the final one . It was an excellent end - very believable and quietly dignified .
70826107	337755	Re : Status ?	Hell . The man just never follows through with the interesting projects , for whatever reasons . Sure , I want to see " Indy IV , " but I'd also have liked to see him in this promising movie or " A Walk Among the Tombstones . " There's still no excusing " Firewall " and " Hollywood Homicide " from the man who had such an innovative streak with Spielberg , Weir and Nichols .
72839882	337755	Re : Why can't they give it up ?	I don't think it will hurt to remind people of the mess they had to deal with for 7 years . Perhaps that will affect them at the polls in 11 / 08 . Besides , when have people - ever - stopped railing against the man they didn't vote for ? It'd be un-American not to at least criticize when one feels one ought to .
99227794	337755	Re : Where can you see the whole thing ?	It's also available on iTunes under " Sundance Shorts "
16293774	337755	Re : what happened to kurt matt and brian ?	Was there some especially lazy contract negotiating at work for this series ? One would think that none of the actors was binded to a proper multi-year contract - I wouldn't think it was creative reasons which prompted the ouster of the best characters over the course of 3 years . ' Teachers ' outstripped ' NYPD Blue ' in the cast turnover department in a third as many seasons .
42317875	337755	Re : about this movie	The film is about an ex-con whose late twin brother ran the family business making custom wooden furniture . The living brother comes back home and deals with his estranged father , his frustrated sister-in-law and his impressionable nephew . At the same time , he tries to run the family business , a frustrating task considering he actually is more talented than his brother was , but with such a terrible reputation he cannot stir up business without lying . The film just screened at Tribeca .
7933455	337755	Re : Is anyone but me watching this show ?	I seriously think a profitable TV movie could be made out of this . Eric Close and Dennis Haysbert have higher profiles now , the only wild card is Heather Matarrazo ( sp ? ) . She may have aged too much .
92690755	337755	Just be Doctor Who already !	If and when David Tennant leaves the series , could we please finally have the promise of Bill Nighy as The Doctor be fulfilled ? Where does it say that in the new series the title actor must be under 50 ? He's so sprightly and delightfully eccentric and playful , I can't think of any other actor today who is as well-suited to the role . Barring that , could he at least do a turn as Tennant's Doctor's son ? That would at least make for some marvelous comedy .
25123461	337755	Re : BBC America ? Ever ?	I know the actress playing Jenny left because she didn't feel very welcome by the cast and crew . Ironic ?
158624530	337755	Re : Anyone else would have liked NOT to have Harrison Ford in the film ?	Funnily enough , that was Ford's reason for turning down Neeson's role in " Schindler's List " - his fame / persona would have been distracting . But were it not for Harrison Ford's involvement in producing / development , it's doubtful this movie would have ever gotten made .
18365356	337755	Eh .	Can I just say that I am so tired of Rosie O'Donnell playing herself in movies ? She needs to branch out and actually play a different character .
3336662	337755	So what's next ?	I would like to see this woman do some high profile work soon . I see she has one supporting role in a movie in the can , but I could easily see this woman carrying a good romantic comedy or drama film if she doesn't join the cast of another TV series ( TV Guide recommended her to be Maris on ' Frasier . ' I could see that . ) I don't think costarring with Harrison Ford on anything would be the best idea ( although I would not be one of those protesting a potential role in Indiana Jones IV ) . She's a charming and very capable actress .
23905058	337755	DVD gripe	No doubt the Elton John song might have cost a little extra , but the trailer to this movie is so wonderful , it really deserves to be on the DVD , especially considering how much better it is than the actual film IMO . http www moviecentre net upcomingmovies trailer 859 php
146551177	337755	Re : Great 3 hour interview on YouTube . . .	So good . But I was curious to know more when he said some Trek actors turned directors were " stinkers . " Since he named Roxann Dawson , Frakes and Robert McNeill as ones he was especially proud of . . . there were only so many others . . .
62278226	337755	Missed the very end . . .	My taped copy of the second part cut out just after Tennison arrested her last suspect and he had a fruitless struggle . Does anything happen after that ? Does she smoke out the leak in her team ?
16829596	337755	Re : this film should be made , theatrically	I wouldn't mind , but I would certainly like this to get released on DVD before such an event - it's a very nice , charming rendition , I don't understand its low rating on imdb .
157410155	337755	Re : Bridges is a natural but Farrell spoils this !	Horrid ? I just don't see that . I think too many people resent Colin Farrell's meteoric rise to fame and equate his past questionable taste in scripts with an unsavory assessment of his talent as an actor . One has only to see " Tigerland , " " In Bruges " and " The Imaginarium of Doctor Parnassus " to see that he's got immense talent and charisma to burn . Just because he happened to say yes to some bad scripts , I think anyone would find themselves hard-pressed to say " No " to working with Michael Mann , Oliver Stone , Woody Allen , Samuel L Jackson , Bruce Willis , Al Pacino and Edward Norton . More often than not , I find him to be very engaging , but then again I also don't begrudge Tom Cruise , Russell Crowe or Mel Gibson for their offscreen drama either .
24898191	337755	Re : DVD release	Hi . I was just wondering if you downloaded this skit from a website , or from a P2P network ? I was searching the web for an online copy , but could not find a fresh one , only a broken link from a Rachel Stevens fansite . If there is a website still hosting a copy , I would love to know !
164523637	337755	Re : ' Innocent '	As a dispassionate devil's advocate , I would say that any charismatic A-lister could replace his character . But I did love Raul Julia and of course he'd be missed , particularly if a new character was just a carbon copy of Sandy's personality
31866290	337755	Re : Why isn't SHE Julia Roberts ?	I admire Ms . Ormond more as an actress , but I would not disparage Julia Roberts in order to praise her . Roberts does her fair share of artistic and independent films , and is not even doing any films for the next few months in order to do theater work , so I would never characterize her as an actress with much less elevated artistic aspirations .
27280934	337755	Re : BBC America ? Ever ?	Amazon . co . uk won't ship DVDs here ? If that's true , that is a new development - I bought my copies of series 1 and 2 from them a year or so ago . I know it's still possible to buy music internationally at least , but I've not tried to buy a DVD recently . You might want to check again and go through the process right to the checkout step . ebay is always an option , and some of the amazon . co . uk marketplace sellers will ship internationally . Now that the show has been aired here , an R1 DVD might come out , but I've looked in vain for other series like ' State of Play ' stateside .
147267827	337755	Re : It's really very good	Count me as one of those who discovered this show out of curiosity aimed at the next season of " Doctor Who " starring Matt Smith , but I came away most impressed by Andrew Buchan and Shelley Conn . I can't understand why critics might have been mixed - it's really very engrossing television . The Danny / Scott and Scott / Ashika relationships are well portrayed ( the former in particular - sibling love / rivalry , living under dad's shadow , bickering , horseplay - so right on the nose and compelling ) , Scott and Ashika's respective character arcs are mapped out believably and the sprinkling of political banter works , though I do think it's a bit impenetrable sometimes , due mostly to the speed at which everyone delves into the topics . Some of the soapy aspects to do with betrayals , affairs and one night stands and stalkers etc . aren't amazing , but it's a well-directed and briskly written series which I'd love to have seen continue .
53975855	337755	Re : Sarah Jane Investigates	Well , it does seem to be fantastical , and very youth oriented , as it is airing on CBBC . I was really hoping for a solid , non-fantasy mystery series starring Elisabeth Sladen . K-9 is in the pilot only . Fingers crossed it's not too bad !
158721017	337755	Re : Harrison Ford : Worst fake accent ever ?	The uproar over Valkyrie really got me thinking about it - Tom Cruise was surrounded by British actors playing Germans but he got all the accent flak . If he'd done a German accent it would gave sounded absurd . If he'd adopted a British accent it would have been just as pointless if you stopped to think about it . If he had only been a producer it might never have been made , to say nothing for it grossing $200 million . Harrison Ford in K-19 is similar , but creatively I think they had to go the accent route - in all honesty I think the distraction wears off - it's a solid movie !
36945445	337755	Re : Great Actress	I imagine if I were a producer on that film I would have been torn between Judi Dench and someone like Penelope Keith . Judi Dench is well-known and respected ( and for good reason ) and surely has box office clout , but I have to say I'm a little sick of seeing her in what seems to be - everything - that requires a late-middle aged British woman . Penelope Keith would have been a lovely and less over-exposed choice IMO . Ah well .
136791686	337755	Re : Why Hugh Grant ?	Hugh Grant's perfect at playing these kinds of roles , though it was a nice change of pace when he started playing mischievous pr**ks starting with " About A Boy . " I thought I read somewhere that they'd had a bit of a falling out though recently . Wasn't he supposed to be in " The Boat That Rocked " but pulled out ?
69294356	337755	Re : she left ds9 . . . . FOR BECKER ? ? WTF why ? ? ?	Well , from a career standpoint , why stick with a show for only one more year when you can star in a network sitcom opposite a huge star and be guaranteed more screentime , publicity and ratings ? It worked in the short run .
52057630	337755	Reruns bought by SciFi Channel !	It's fantastical , I think that's enough . . .
15148683	337755	Re : dvd ?	anyone who has Time Warner digital cable service should have BBC America On Demand , channel 1011 or something . ' State of Play ' runs in its entirety on it until February 10 .
54771123	337755	Colin Hanks ?	http www darkhorizons com news06 060927e php Doesn't sound too promising , and damnit Meg , it's the wrong Hanks ! Well , just one more placeholder in her career until the next Tom / Meg film , or ' The Women , ' whichever happens first .
141476371	337755	Re : does anyone remember him in this doctor who episode need the name	Stones of Blood was actually a Mary Tamm episode . . .
72061960	337755	Re : Trailer : )	It looks okay , but they'll need a slicker trailer with better comic timing to drum up real interest . Meg Ryan's looking better these days !
77642545	337755	Re : Transformers ?	She is . Michael Bay just said in a press conference how he insisted she get more material because she was so great onscreen .
3352134	337755	BBC America ? Ever ?	I saw a few series 1 episodes when I was living in the UK and I remain hopeful that some cable channel will pick this series up , with BBC America being the most obvious candidate ( they have bought a number of non-BBC properties , afterall ) . I quite liked the show - it struck me as ' Ally McBeal ' meets ' Boston Public ' but . . . dirtier ? I suppose if it doesn't come here I could always buy the DVD . And a universal player . Hey , it's a better reason to get one than my friend who bought one expressly to watch ' Westlife ' videos .
12584716	337755	Pretty good Nielsen ratings	From http www syfyportal com article php id 1535 ' Farscape ' Pulls In Impressive Audience Author : Michael Hinman Date : 10-19-2004 Source : Watch Farscape While it didn't get the same numbers that " Battlestar Galactica " did last December on the Sci-Fi Channel , one thing producers for " Farscape : Peacekeeper Wars " can say about that " Galactica " only had to deal with Cylons . . . John Crichton ( Ben Browder ) and crew had to face baseball playoffs and high-rated television series on other networks . The four-hour miniseries , shown last weekend on the Sci-Fi Channel , pulled in some 2 million viewers both nights in its original run , showing that there definitely is life left on Moya . According to a press release from the Sci-Fi Channel , Sunday night's broadcast pulled in a 1 . 5 rating on the cable channel , showing huge increases for viewership in that timeslot from just one year before . The first night of " Farscape " bumped Sci-Fi's audience by 88 percent overall , and more than 163 percent in the key 25 - to 54-year-old age demographic . Those 18-49 were drawn in as well , as Sci-Fi saw a 202 percent jump in that demo . What was more impressive was the fact that more people tuned in for the first broadcast of part two , than showed up for the first part . The last two hours of " Farscape " earned a 1 . 9 rating , equating to more than 2 million viewers , up 30 percent over the previous night . The show was a ratings winner for Sci-Fi , making it the highest-rated cable network in those key demographics for the two nights . It beat out TNT , TBS and SpikeTV . While the initial ratings numbers don't account for encore showings of the mini , Sci-Fi Channel officials said some 7 million pairs of eyes were on " Farscape " over the weekend . So , what will come next for " Farscape " ? It's hard to tell . Sci-Fi Channel canceled the show prematurely in 2002 . Thanks to numerous well-organized fan campaigns , The Jim Henson Co . - - which produces " Farscape " - - found private funding , and put together the four-hour miniseries . While Sci-Fi Channel did pick up the miniseries for its original air , it is unclear whether the network will order more telemovies or miniseries based on the Rockne O'Bannon series in the future . Such a decision would likely be made next year . As for a series revival ? That , too , remains a possibility . The miniseries finished with stronger numbers than what " Farscape " had before it was canceled , but it will be up to studio heads whether the series itself could see a comeback . The increased ratings for part 2 are encouraging - that was one of the biggest deciding factors with ' Battlestar Gallactica ' becoming a new series . Hopefully the viewer reactions and DVD sales of the series and mini will encourage Sci-Fi to order more !
24658829	337755	Re : BBC America ? Ever ?	I ended up caving in and buying seasons 1 and 2 on R2 DVD , but it is wonderful to see the series in America . Now , if someone would post a comprehensive soundtrack listing of every episode , he or she would do a lot of fans a world of good ! ! ; )
141476194	337755	New audio production ?	I've been hearing rumors that the BBC has finally convinced him to do a new series of radio plays for this fall as the 4th Doctor , something Big FInish was never able to do .
36918811	337755	Re : REMAKE !	It's in limbo , but still in the works .
8060379	337755	Cheesy trailer , but likely a great film	Based on how exquisite Annaud's ' The Bear ' is , and knowing the tendencies of studios to mismarket unusual films , I am confident this is indeed a fine film . I hope it wasn't too expensive , for a fear it won't make a big sum of money without the same kind of critical push and buzz that ' The Bear ' had - the trailer has no latitude for adults .
17144731	337755	Re : Its terrible	But I'm right , aren't I ?
65399492	337755	Director's Cut ?	Does this still exist ? Probably the best incentive to giving this variable film more attention is a new Director's Cut , since Chaplin was apparently displeased with the theatrical version .
24057989	337755	Re : Colin Farrell	Sorry for the late reply , I don't follow any threads except when someone happens to reply directly to my posts . I met Schumacher at an NBR screening of ' The Phantom of the Opera , ' and after he and everyone else answered mundane and pointless questions from the other board members he mentioned ' The Crowded Room ' as a project he wanted to do , and I did get the chance to congratulate him on ' Tigerland , ' ( he lamented the nonexistent promotion ) .
17302549	337755	Re : Walk On Water	God , I felt kinda bad to be thinking the same thing through most of the movie - ' The lead guy is really hot ! ' I had no idea what the movie was about before I saw it , I was surprised that it involved some gay themes .
110102345	337755	Re : Possiblity of McGann as the next Doctor ( as the 8th , not the 11th ) ?	There are a helluva lot of strong rumors going around that McGann features in as many as three of the upcoming DW specials as the 8th Doctor , acting either alongside Tennant or in flashbacks .
14602308	337755	Re : Anyone else heard other Robbie Williams ' ' swing ' music ?	Perfect choice to do that song . His bits in the DVD featurette are fun too . He actually did sing a redition of a Cole Porter song before ' Swing When You're Winning ' too - one of the B-sides to the ' Lazy Days ' single is ' Every Time We Say Goodbye . '
11338067	337755	Re : Lexie Vs Katrina !	Making Katrina out to be a bitch IMO was a ploy to make Lexie look all the nicer , considering she was the one that would stay on the series , and it'd do no good to have her be unlikeable . It didn't sit all that well with me , especially since IMO Lexie had a distinctively conniving streak in her early on , a trait which has been conveniently buried now .
165309269	337755	Re : Suchet : : ' Will film Poirot's death . '	In January it was looking like ITV might cancel Poirot again and " Orient Express " was being treated as a finale . I'd love for that to not be the case , but has this been stated anywhere else ?
116352359	337755	Re : What happened to the introduction ?	Anyone have news on who the next host will be ? I've only heard that it is a young British actor .
71135883	337755	Re : George Bush	While Will Ferrell's Bush wasn't exactly an astute impersonation ( whereas Darrell Hammond's Al Gore is frighteningly good ) , it was very entertaining and sparing . The writing for Bush since Ferrell left has been woeful , which is a shame when one considers how golden the material is . Sudeikis is a step up from Forte's whiny Bush , but they need to take the character out of the Oval Office setting to make things more interesting than a speech to the camera that won't be biting enough or terribly funny .
11695817	337755	Re : Original vs American Version - AGHHHH ! !	I'll be curious to know if the US DVD is indeed the Miramax cut , and if the UK DVD is a different version . IMO it makes no sense to release a cut version , wonderful as it still may be - the audience interested in buying this on DVD are either people like us who have known the movie for some time and would be that much more eager to see the original cut , or fans of the remake who wouldn't be put off by an extra fifteen minutes they are spending watching TV and not in a theater .
149954760	337755	Re : finally a peter weir film	Didn't Weir back out of " The War Magician " because the facts behind it were dubious ? Bit of a similar case here , interestingly enough .
82963564	337755	Re : Happy 87th Birthday ! !	She's actually 90 now . 20th Century Fox shaved 2 years off her age when she was under contract with them and she's only started correcting people now . ; )
72840391	337755	Re : Sonia Ganguli - sister	Sorry , but that's a pretty untoward comment . Say what you want about the role and performance , but there's no need to denigrate the actress .
162995960	337755	Re : Last episode of current series my favourite	Yes , just about pitch-perfect . I really never want to see this show end .
26967560	337755	Re : Why Tony ? WHY ! ? ? !	Yes , there are so many , I just lumped them together . But since you named them , be sure to include ' King of the Hill , ' it is reliable and high quality , and its creator also produces ' The Office ' on NBC .
64741368	337755	Re : Oh no , not again	I can't say I'm enjoying these adaptations , particularly ones like these which , as you say , aren't even Marple stories . The main character gets marginalized by less interesting ones throughout as a result . I'll watch this one for Tom Baker , but IMO they've really dropped the ball with this series as a whole .
103574830	337755	Re : IT'S OFFICIAL	One scene involves an all out physical brawl between Ryan and Bell's characters , which Meg starts . Should be great fun .
69150399	337755	Re : people want Owen to die ! ! !	I'd be perfectly fine with Owen getting killed off and an equally blunt and slimey new character coming in to fill his shoes . I don't like Burn Gorman's creepy acting , and it strains credibility when the show tries to pass Owen off as either sympathetic or sexy . JMO .
68368775	337755	Re : on sci-fi ?	They've started airing UPN's ' Special Unit 2 , ' so . . . sometime this year . Just gotta keep our eyes peeled .
16755199	337755	Re : Did anybody watch this before LOTR ?	I did actually watch quite a few ' Hetty Wainthropp ' episodes before ' Lord of the Rings , ' so it was nice to be able to recognize Dominic when the films came out . It's also nice to know that the success of those films and of ' Lost ' will get more people to discover this series - it's a change of pace from those behemoths , but everyone , Dominic included , gives fine performances in some very charming little stories . It's interesting , actually , how many big stars can be traced back to shows which wound up on PBS - most recently , I remember seeing Colin Farrell on ' Ballykissangel ' and Clive Owen on ' Second Sight ' before the waves of hype and fame in America swooped over them . It's a shame that PBS's budget is for whatever reason not able to support newer quality imports of that kind anymore - they can't even do ' Mystery ! ' and ' Masterpiece Theatre , ' which is a crying shame .
